accuracy,recall,precision,f1,mcc,avg_spd,avg_aod,avg_eod,spd,aod,eod
0.653,0.648,0.65,0.648,0.298,0.133,0.10400000000000001,0.057,0.189,0.159,0.115
0.656,0.644,0.657,0.642,0.301,0.07250000000000001,0.036000000000000004,0.018000000000000002,0.113,0.081,0.042
0.665,0.654,0.665,0.654,0.319,0.11599999999999999,0.08349999999999999,0.043500000000000004,0.178,0.14,0.115
0.66,0.655,0.657,0.655,0.312,0.1315,0.0945,0.078,0.205,0.15,0.127
0.642,0.637,0.639,0.637,0.276,0.11649999999999999,0.0875,0.057,0.182,0.148,0.138
0.645,0.638,0.642,0.638,0.279,0.089,0.064,0.0485,0.15,0.116,0.097
0.651,0.646,0.648,0.646,0.294,0.1115,0.0825,0.044500000000000005,0.189,0.154,0.128
0.636,0.629,0.633,0.63,0.262,0.1075,0.082,0.0545,0.188,0.156,0.143
0.641,0.635,0.637,0.636,0.273,0.106,0.08099999999999999,0.044,0.176,0.142,0.124
0.645,0.638,0.642,0.639,0.28,0.0855,0.058499999999999996,0.057499999999999996,0.166,0.129,0.157
0.644,0.637,0.641,0.637,0.278,0.1055,0.07550000000000001,0.0465,0.176,0.144,0.119
0.641,0.634,0.638,0.634,0.272,0.092,0.063,0.0295,0.146,0.115,0.078
0.653,0.648,0.65,0.649,0.299,0.1395,0.11099999999999999,0.0605,0.209,0.18,0.116
0.646,0.64,0.643,0.64,0.283,0.11599999999999999,0.0905,0.050499999999999996,0.182,0.147,0.129
0.643,0.637,0.64,0.637,0.277,0.0945,0.07,0.053,0.157,0.122,0.099
0.644,0.638,0.641,0.638,0.279,0.104,0.0775,0.045,0.167,0.133,0.112
0.647,0.641,0.644,0.641,0.285,0.116,0.09100000000000001,0.0475,0.197,0.164,0.124
0.648,0.641,0.645,0.642,0.287,0.09749999999999999,0.0695,0.05,0.164,0.129,0.109
0.652,0.646,0.649,0.647,0.295,0.096,0.065,0.041,0.174,0.139,0.122
0.635,0.628,0.632,0.629,0.26,0.1095,0.0885,0.048,0.175,0.144,0.112
0.647,0.641,0.644,0.642,0.286,0.1235,0.0935,0.056499999999999995,0.204,0.17,0.145
0.64,0.633,0.636,0.633,0.269,0.10650000000000001,0.08299999999999999,0.0385,0.172,0.138,0.122
0.644,0.639,0.641,0.639,0.279,0.108,0.0805,0.050499999999999996,0.185,0.154,0.111
0.654,0.647,0.651,0.647,0.298,0.11599999999999999,0.086,0.0455,0.172,0.136,0.115
0.638,0.634,0.635,0.634,0.269,0.137,0.102,0.0985,0.21,0.158,0.163
0.647,0.64,0.644,0.641,0.284,0.10099999999999999,0.0735,0.056999999999999995,0.176,0.141,0.119
0.632,0.628,0.628,0.628,0.256,0.139,0.11199999999999999,0.08299999999999999,0.241,0.201,0.159
0.645,0.64,0.642,0.64,0.282,0.1355,0.106,0.072,0.209,0.175,0.155
0.635,0.63,0.632,0.63,0.262,0.127,0.096,0.0775,0.186,0.149,0.14
0.684,0.676,0.683,0.677,0.359,0.1565,0.11649999999999999,0.077,0.242,0.195,0.114
0.638,0.632,0.635,0.632,0.266,0.09799999999999999,0.0725,0.045,0.176,0.145,0.124
0.649,0.634,0.654,0.63,0.288,0.0925,0.059000000000000004,0.0375,0.14,0.107,0.066
0.665,0.652,0.668,0.65,0.32,0.125,0.0945,0.042499999999999996,0.183,0.155,0.085
0.667,0.657,0.668,0.657,0.325,0.129,0.0975,0.0395,0.197,0.171,0.116
0.649,0.646,0.646,0.646,0.292,0.1745,0.14400000000000002,0.1085,0.262,0.223,0.164
0.659,0.647,0.662,0.645,0.308,0.08,0.048,0.0135,0.112,0.079,0.028
0.665,0.655,0.665,0.655,0.32,0.1195,0.085,0.0495,0.181,0.146,0.107
0.643,0.639,0.64,0.639,0.279,0.153,0.1235,0.087,0.229,0.189,0.132
0.683,0.676,0.682,0.676,0.357,0.1765,0.138,0.098,0.297,0.253,0.167
0.677,0.664,0.683,0.662,0.347,0.15999999999999998,0.1275,0.0685,0.253,0.218,0.108
0.66,0.655,0.657,0.656,0.312,0.14750000000000002,0.11249999999999999,0.0825,0.221,0.178,0.15
0.656,0.651,0.653,0.652,0.305,0.10300000000000001,0.067,0.047,0.169,0.132,0.117
0.66,0.65,0.66,0.649,0.31,0.137,0.107,0.05349999999999999,0.189,0.155,0.143
0.649,0.645,0.646,0.645,0.29,0.162,0.134,0.089,0.262,0.218,0.162
0.662,0.656,0.66,0.657,0.316,0.122,0.0905,0.042499999999999996,0.193,0.142,0.102
0.683,0.674,0.684,0.674,0.357,0.1915,0.1575,0.10250000000000001,0.306,0.271,0.157
0.654,0.646,0.653,0.645,0.298,0.131,0.1,0.0545,0.199,0.164,0.098
0.646,0.639,0.643,0.639,0.281,0.16549999999999998,0.1355,0.11049999999999999,0.257,0.212,0.181
0.673,0.665,0.671,0.666,0.336,0.16749999999999998,0.136,0.0805,0.259,0.231,0.141
0.676,0.665,0.679,0.664,0.343,0.1885,0.16,0.096,0.288,0.251,0.165
0.637,0.632,0.634,0.632,0.266,0.172,0.146,0.1055,0.269,0.233,0.173
0.688,0.677,0.691,0.677,0.368,0.184,0.14750000000000002,0.0955,0.308,0.27,0.158
0.69,0.681,0.691,0.681,0.372,0.1675,0.1295,0.08199999999999999,0.281,0.233,0.145
0.673,0.661,0.675,0.66,0.336,0.203,0.1725,0.1175,0.33,0.294,0.198
0.657,0.647,0.657,0.647,0.304,0.10650000000000001,0.0745,0.041,0.17,0.134,0.078
0.679,0.671,0.679,0.671,0.349,0.1945,0.16249999999999998,0.1015,0.282,0.228,0.184
0.668,0.66,0.666,0.66,0.326,0.14950000000000002,0.11699999999999999,0.0695,0.238,0.21,0.114
0.681,0.67,0.683,0.67,0.353,0.1295,0.097,0.0325,0.179,0.147,0.101
0.649,0.645,0.646,0.645,0.291,0.1555,0.131,0.0695,0.221,0.193,0.162
0.69,0.681,0.692,0.682,0.373,0.1725,0.1385,0.07150000000000001,0.259,0.218,0.13
0.653,0.646,0.65,0.647,0.296,0.1205,0.09,0.049,0.175,0.142,0.107
0.648,0.642,0.645,0.642,0.287,0.118,0.0865,0.058499999999999996,0.19,0.155,0.146
0.666,0.658,0.664,0.658,0.322,0.1605,0.125,0.0935,0.262,0.226,0.144
0.65,0.645,0.647,0.645,0.292,0.15350000000000003,0.1265,0.0695,0.256,0.237,0.138
0.656,0.649,0.654,0.649,0.303,0.16199999999999998,0.13,0.0915,0.255,0.223,0.139
0.673,0.662,0.675,0.662,0.337,0.131,0.095,0.057999999999999996,0.207,0.166,0.09
0.679,0.669,0.679,0.669,0.348,0.139,0.10750000000000001,0.0425,0.209,0.193,0.099
0.688,0.677,0.691,0.677,0.368,0.145,0.11049999999999999,0.0465,0.233,0.191,0.076
0.652,0.646,0.649,0.646,0.294,0.138,0.10550000000000001,0.078,0.199,0.163,0.157
0.682,0.672,0.683,0.672,0.355,0.156,0.1215,0.066,0.256,0.222,0.102
0.65,0.644,0.647,0.644,0.291,0.14200000000000002,0.1105,0.078,0.215,0.165,0.13
0.652,0.642,0.644,0.643,0.286,0.1735,0.1565,0.1015,0.251,0.23,0.157
0.657,0.652,0.652,0.652,0.304,0.15100000000000002,0.1295,0.0825,0.223,0.189,0.131
0.66,0.651,0.652,0.651,0.303,0.16599999999999998,0.1405,0.11149999999999999,0.248,0.22,0.179
0.673,0.66,0.666,0.662,0.326,0.1555,0.129,0.091,0.239,0.188,0.156
0.656,0.646,0.649,0.647,0.295,0.156,0.132,0.0975,0.243,0.209,0.144
0.668,0.661,0.662,0.661,0.322,0.1785,0.14600000000000002,0.133,0.287,0.231,0.216
0.663,0.645,0.657,0.646,0.302,0.11199999999999999,0.08549999999999999,0.061,0.177,0.14,0.097
0.665,0.655,0.657,0.656,0.312,0.1835,0.15949999999999998,0.1215,0.284,0.234,0.207
0.669,0.656,0.662,0.657,0.318,0.14750000000000002,0.1275,0.0715,0.267,0.223,0.157
0.64,0.637,0.636,0.636,0.273,0.11950000000000001,0.099,0.0595,0.202,0.177,0.124
0.669,0.653,0.662,0.655,0.315,0.1605,0.137,0.096,0.257,0.198,0.178
0.682,0.668,0.676,0.67,0.344,0.1535,0.129,0.077,0.261,0.232,0.126
0.681,0.67,0.674,0.671,0.344,0.1835,0.15899999999999997,0.10700000000000001,0.311,0.272,0.187
0.656,0.646,0.648,0.647,0.294,0.1475,0.12,0.0985,0.216,0.193,0.148
0.677,0.657,0.675,0.657,0.331,0.21350000000000002,0.202,0.11599999999999999,0.345,0.318,0.204
0.679,0.648,0.692,0.644,0.337,0.123,0.114,0.021,0.199,0.179,0.049
0.68,0.669,0.673,0.67,0.342,0.189,0.1645,0.11699999999999999,0.322,0.281,0.206
0.69,0.668,0.69,0.669,0.358,0.1795,0.163,0.08399999999999999,0.304,0.273,0.156
0.672,0.661,0.664,0.662,0.325,0.1745,0.14800000000000002,0.113,0.27,0.22,0.18
0.639,0.631,0.632,0.631,0.263,0.14350000000000002,0.1225,0.088,0.222,0.181,0.143
0.675,0.668,0.669,0.668,0.337,0.1435,0.1195,0.0655,0.219,0.191,0.136
0.657,0.649,0.65,0.65,0.299,0.181,0.155,0.1285,0.262,0.232,0.197
0.667,0.657,0.66,0.658,0.317,0.17099999999999999,0.14150000000000001,0.11800000000000001,0.272,0.216,0.194
0.639,0.632,0.632,0.632,0.265,0.14650000000000002,0.1275,0.094,0.228,0.202,0.139
0.636,0.634,0.632,0.632,0.266,0.14200000000000002,0.1245,0.076,0.225,0.203,0.136
0.645,0.605,0.667,0.586,0.264,0.0665,0.0605,0.027999999999999997,0.107,0.093,0.061
0.683,0.67,0.677,0.672,0.347,0.15200000000000002,0.1295,0.07150000000000001,0.27,0.234,0.138
0.679,0.669,0.672,0.67,0.341,0.20750000000000002,0.1855,0.126,0.351,0.316,0.222
0.653,0.647,0.646,0.647,0.293,0.184,0.158,0.133,0.295,0.234,0.236
0.649,0.642,0.642,0.642,0.285,0.17099999999999999,0.1525,0.1015,0.238,0.217,0.16
0.675,0.662,0.668,0.663,0.33,0.166,0.14150000000000001,0.095,0.271,0.222,0.169
0.657,0.649,0.65,0.65,0.299,0.1695,0.1565,0.076,0.262,0.242,0.164
0.674,0.655,0.67,0.656,0.324,0.191,0.1755,0.10400000000000001,0.307,0.275,0.179
0.67,0.66,0.663,0.661,0.323,0.157,0.131,0.092,0.248,0.195,0.156
0.677,0.661,0.672,0.663,0.333,0.2165,0.1985,0.129,0.377,0.342,0.247
0.669,0.645,0.669,0.643,0.313,0.08349999999999999,0.059,0.028999999999999998,0.122,0.096,0.057
0.669,0.659,0.662,0.66,0.32,0.195,0.174,0.1205,0.308,0.266,0.201
0.67,0.66,0.663,0.661,0.323,0.1985,0.172,0.1385,0.309,0.259,0.223
0.682,0.671,0.675,0.673,0.347,0.1865,0.161,0.1135,0.328,0.292,0.202
0.654,0.645,0.646,0.646,0.292,0.173,0.14650000000000002,0.125,0.278,0.229,0.206
0.662,0.655,0.656,0.656,0.311,0.1805,0.156,0.117,0.27,0.222,0.178
0.653,0.647,0.647,0.647,0.294,0.161,0.138,0.099,0.294,0.253,0.197
0.676,0.664,0.67,0.665,0.333,0.181,0.1635,0.0905,0.3,0.277,0.154
0.659,0.651,0.652,0.651,0.303,0.174,0.1505,0.11399999999999999,0.253,0.216,0.193
0.676,0.664,0.669,0.665,0.333,0.1995,0.1775,0.1235,0.337,0.292,0.227
0.648,0.644,0.643,0.643,0.287,0.1655,0.1395,0.116,0.255,0.201,0.189
0.679,0.668,0.672,0.669,0.34,0.1385,0.1185,0.062,0.242,0.211,0.124
0.652,0.643,0.645,0.644,0.288,0.1455,0.118,0.10250000000000001,0.217,0.184,0.172
0.645,0.638,0.638,0.638,0.276,0.121,0.10350000000000001,0.051500000000000004,0.187,0.166,0.108
0.679,0.667,0.672,0.668,0.339,0.1735,0.14950000000000002,0.098,0.298,0.26,0.177
0.67,0.66,0.663,0.661,0.324,0.178,0.15000000000000002,0.12,0.299,0.242,0.218
0.672,0.663,0.665,0.664,0.328,0.1885,0.16599999999999998,0.112,0.33,0.304,0.197
0.636,0.632,0.631,0.631,0.262,0.1765,0.1535,0.1245,0.272,0.244,0.226
0.661,0.653,0.654,0.653,0.307,0.175,0.155,0.102,0.266,0.234,0.197
0.68,0.67,0.673,0.671,0.343,0.188,0.162,0.11249999999999999,0.319,0.28,0.195
0.681,0.67,0.675,0.672,0.345,0.1775,0.1505,0.107,0.31,0.269,0.192
0.684,0.671,0.678,0.673,0.349,0.1565,0.1335,0.075,0.275,0.236,0.145
0.677,0.667,0.67,0.668,0.337,0.1865,0.1585,0.1205,0.328,0.269,0.235
0.686,0.673,0.679,0.675,0.353,0.16999999999999998,0.14150000000000001,0.10300000000000001,0.269,0.209,0.175
0.668,0.661,0.661,0.661,0.323,0.17149999999999999,0.14800000000000002,0.0995,0.239,0.208,0.167
0.68,0.672,0.674,0.673,0.346,0.184,0.1565,0.1135,0.331,0.29,0.212
0.677,0.668,0.671,0.669,0.339,0.1825,0.1575,0.109,0.279,0.223,0.18
0.68,0.67,0.673,0.671,0.343,0.1885,0.16249999999999998,0.11599999999999999,0.304,0.257,0.195
0.655,0.649,0.649,0.649,0.298,0.18,0.158,0.11099999999999999,0.281,0.232,0.189
0.665,0.659,0.659,0.659,0.317,0.149,0.1195,0.1015,0.213,0.18,0.153
0.663,0.655,0.656,0.656,0.311,0.16599999999999998,0.14300000000000002,0.0985,0.26,0.228,0.184
0.674,0.663,0.667,0.664,0.33,0.195,0.17049999999999998,0.1265,0.333,0.289,0.226
0.666,0.659,0.659,0.659,0.318,0.138,0.11049999999999999,0.081,0.206,0.177,0.143
0.655,0.649,0.649,0.649,0.298,0.1625,0.143,0.0905,0.236,0.207,0.159
0.66,0.652,0.653,0.652,0.305,0.15150000000000002,0.126,0.092,0.236,0.196,0.194
0.653,0.648,0.647,0.647,0.295,0.1935,0.173,0.129,0.278,0.243,0.193
0.661,0.655,0.655,0.655,0.309,0.1425,0.11399999999999999,0.088,0.214,0.191,0.14
0.65,0.642,0.643,0.642,0.284,0.205,0.192,0.121,0.314,0.307,0.22
0.67,0.658,0.663,0.659,0.321,0.16949999999999998,0.14550000000000002,0.10250000000000001,0.239,0.204,0.172
0.656,0.647,0.649,0.648,0.296,0.172,0.148,0.11449999999999999,0.259,0.224,0.189
0.657,0.644,0.65,0.645,0.294,0.1285,0.1085,0.0635,0.241,0.221,0.155
0.673,0.661,0.666,0.663,0.327,0.14600000000000002,0.125,0.066,0.238,0.205,0.108
0.659,0.652,0.652,0.652,0.304,0.15400000000000003,0.1325,0.08449999999999999,0.215,0.188,0.136
0.665,0.655,0.657,0.656,0.313,0.1225,0.097,0.0605,0.189,0.163,0.113
0.66,0.653,0.653,0.653,0.306,0.15050000000000002,0.1225,0.097,0.239,0.186,0.16
0.66,0.653,0.653,0.653,0.306,0.16,0.1345,0.1005,0.223,0.197,0.169
0.684,0.672,0.678,0.673,0.35,0.16749999999999998,0.14700000000000002,0.08,0.24,0.2,0.124
0.655,0.648,0.649,0.648,0.297,0.1425,0.11449999999999999,0.0955,0.249,0.222,0.198
0.653,0.649,0.648,0.648,0.296,0.1805,0.158,0.11649999999999999,0.294,0.253,0.2
0.65,0.644,0.644,0.644,0.288,0.149,0.127,0.0905,0.236,0.21,0.178
0.668,0.66,0.661,0.66,0.321,0.1495,0.1265,0.076,0.217,0.187,0.126
0.658,0.651,0.651,0.651,0.303,0.1525,0.129,0.09,0.218,0.186,0.153
0.664,0.651,0.657,0.652,0.307,0.1295,0.104,0.0715,0.205,0.178,0.141
0.682,0.672,0.676,0.673,0.348,0.20500000000000002,0.1815,0.1275,0.335,0.295,0.216
0.662,0.652,0.655,0.653,0.307,0.158,0.138,0.08449999999999999,0.239,0.215,0.136
0.67,0.66,0.663,0.661,0.323,0.156,0.1315,0.0875,0.237,0.212,0.156
0.679,0.662,0.673,0.664,0.335,0.131,0.1105,0.05,0.206,0.181,0.109
0.67,0.659,0.663,0.66,0.321,0.14300000000000002,0.1205,0.0695,0.221,0.195,0.144
0.657,0.649,0.65,0.649,0.298,0.14200000000000002,0.125,0.058499999999999996,0.202,0.173,0.103
0.679,0.669,0.672,0.67,0.341,0.1995,0.177,0.118,0.333,0.293,0.21
0.669,0.661,0.663,0.662,0.324,0.17149999999999999,0.148,0.1,0.252,0.21,0.158
0.68,0.666,0.674,0.667,0.34,0.161,0.1375,0.086,0.25,0.211,0.149
0.665,0.65,0.657,0.652,0.308,0.0935,0.0685,0.057999999999999996,0.187,0.163,0.107
0.661,0.651,0.653,0.652,0.305,0.1405,0.11299999999999999,0.088,0.197,0.175,0.134
0.668,0.659,0.661,0.66,0.319,0.16849999999999998,0.1505,0.083,0.249,0.222,0.15
0.642,0.638,0.637,0.637,0.275,0.16949999999999998,0.14900000000000002,0.1105,0.257,0.233,0.18
0.661,0.655,0.655,0.655,0.311,0.146,0.12,0.08850000000000001,0.226,0.199,0.161
0.682,0.673,0.676,0.674,0.349,0.18,0.1575,0.095,0.266,0.23,0.154
0.689,0.679,0.682,0.68,0.362,0.1785,0.15100000000000002,0.10300000000000001,0.295,0.256,0.168
0.667,0.657,0.66,0.658,0.317,0.20500000000000002,0.1815,0.138,0.343,0.292,0.251
0.686,0.664,0.686,0.664,0.35,0.16899999999999998,0.1535,0.07100000000000001,0.288,0.26,0.137
0.68,0.67,0.673,0.671,0.343,0.16799999999999998,0.14350000000000002,0.0935,0.268,0.227,0.149
0.677,0.668,0.67,0.669,0.338,0.1885,0.16249999999999998,0.1195,0.304,0.265,0.192
0.676,0.665,0.67,0.666,0.334,0.179,0.159,0.093,0.29,0.263,0.149
0.682,0.673,0.676,0.674,0.349,0.1825,0.1585,0.1035,0.3,0.253,0.183
0.685,0.675,0.679,0.676,0.353,0.175,0.14950000000000002,0.097,0.268,0.22,0.151
0.68,0.67,0.673,0.671,0.342,0.201,0.1795,0.11699999999999999,0.346,0.316,0.208
0.689,0.678,0.683,0.679,0.36,0.1925,0.173,0.098,0.318,0.292,0.162
0.647,0.642,0.641,0.641,0.283,0.133,0.106,0.0885,0.273,0.232,0.191
0.678,0.668,0.671,0.669,0.34,0.1775,0.15,0.11099999999999999,0.289,0.229,0.199
0.69,0.68,0.684,0.681,0.364,0.214,0.19,0.1315,0.356,0.311,0.233
0.67,0.662,0.664,0.662,0.325,0.1905,0.16749999999999998,0.1205,0.3,0.255,0.198
0.687,0.678,0.68,0.678,0.358,0.1805,0.15899999999999997,0.0895,0.306,0.264,0.169
0.673,0.659,0.667,0.66,0.325,0.161,0.1365,0.095,0.271,0.217,0.18
0.685,0.677,0.679,0.677,0.355,0.2085,0.184,0.13,0.348,0.307,0.224
0.667,0.655,0.659,0.656,0.314,0.16699999999999998,0.14750000000000002,0.0915,0.295,0.246,0.192
0.67,0.664,0.664,0.664,0.328,0.1735,0.1495,0.0995,0.258,0.234,0.168
0.667,0.66,0.66,0.66,0.32,0.21450000000000002,0.191,0.143,0.385,0.345,0.275
0.661,0.645,0.654,0.646,0.299,0.1285,0.1095,0.058499999999999996,0.223,0.181,0.122
0.66,0.639,0.655,0.638,0.294,0.14150000000000001,0.131,0.047,0.229,0.201,0.095
0.641,0.627,0.632,0.628,0.259,0.17550000000000002,0.164,0.1015,0.287,0.28,0.191
0.675,0.66,0.669,0.661,0.329,0.21200000000000002,0.1965,0.1215,0.341,0.312,0.207
0.67,0.654,0.663,0.655,0.317,0.1905,0.176,0.10500000000000001,0.287,0.278,0.175
0.637,0.613,0.63,0.611,0.242,0.093,0.07400000000000001,0.0455,0.166,0.119,0.111
0.668,0.654,0.661,0.655,0.315,0.2095,0.1915,0.131,0.325,0.297,0.203
0.659,0.648,0.651,0.649,0.299,0.136,0.11699999999999999,0.059500000000000004,0.25,0.207,0.139
0.675,0.649,0.679,0.647,0.326,0.094,0.0795,0.019,0.138,0.117,0.034
0.672,0.66,0.664,0.662,0.325,0.17149999999999999,0.1525,0.086,0.253,0.228,0.144
0.657,0.645,0.649,0.646,0.295,0.1815,0.1575,0.126,0.344,0.298,0.262
0.632,0.627,0.626,0.626,0.253,0.1375,0.1185,0.08349999999999999,0.223,0.194,0.176
0.64,0.629,0.632,0.63,0.261,0.086,0.0665,0.0305,0.15,0.131,0.075
0.673,0.656,0.667,0.658,0.323,0.1595,0.1385,0.08249999999999999,0.266,0.218,0.16
0.68,0.665,0.674,0.667,0.339,0.2115,0.1925,0.122,0.358,0.325,0.222
0.69,0.676,0.685,0.678,0.361,0.159,0.1335,0.0775,0.258,0.209,0.137
0.673,0.658,0.666,0.659,0.324,0.186,0.16999999999999998,0.095,0.321,0.294,0.18
0.64,0.637,0.635,0.636,0.273,0.1635,0.143,0.1055,0.264,0.238,0.195
0.65,0.638,0.642,0.639,0.28,0.165,0.141,0.11599999999999999,0.237,0.215,0.177
0.676,0.662,0.67,0.663,0.332,0.228,0.21050000000000002,0.1385,0.378,0.342,0.248
0.67,0.656,0.664,0.658,0.32,0.1485,0.1265,0.074,0.242,0.197,0.134
0.675,0.656,0.67,0.657,0.326,0.116,0.0975,0.033,0.182,0.154,0.07
0.674,0.651,0.674,0.65,0.324,0.1085,0.094,0.058499999999999996,0.178,0.154,0.115
0.642,0.636,0.635,0.635,0.271,0.136,0.1185,0.068,0.208,0.181,0.13
0.645,0.641,0.639,0.64,0.28,0.1465,0.123,0.0905,0.235,0.198,0.19
0.644,0.64,0.641,0.64,0.281,0.1565,0.1285,0.10350000000000001,0.218,0.176,0.158
0.651,0.647,0.648,0.647,0.295,0.193,0.16499999999999998,0.134,0.279,0.249,0.199
0.648,0.645,0.645,0.645,0.29,0.1625,0.127,0.126,0.239,0.189,0.182
0.663,0.659,0.66,0.66,0.319,0.153,0.122,0.0925,0.259,0.217,0.165
0.661,0.652,0.66,0.652,0.312,0.1515,0.11599999999999999,0.10300000000000001,0.24,0.187,0.168
0.657,0.653,0.655,0.653,0.307,0.2155,0.189,0.14250000000000002,0.331,0.309,0.204
0.674,0.665,0.674,0.665,0.339,0.1625,0.134,0.08,0.262,0.226,0.143
0.676,0.669,0.674,0.669,0.343,0.2015,0.163,0.153,0.326,0.266,0.257
0.637,0.634,0.634,0.634,0.268,0.16499999999999998,0.1375,0.1145,0.256,0.205,0.211
0.621,0.621,0.62,0.62,0.241,0.151,0.127,0.10450000000000001,0.259,0.225,0.192
0.676,0.67,0.674,0.671,0.345,0.22,0.182,0.16949999999999998,0.344,0.28,0.28
0.676,0.668,0.675,0.668,0.343,0.20500000000000002,0.177,0.129,0.326,0.287,0.208
0.679,0.669,0.68,0.669,0.348,0.1785,0.1495,0.10600000000000001,0.295,0.259,0.171
0.663,0.653,0.663,0.652,0.316,0.1785,0.1475,0.12,0.293,0.246,0.205
0.628,0.625,0.625,0.625,0.25,0.1745,0.1525,0.1245,0.26,0.224,0.226
0.688,0.679,0.688,0.68,0.367,0.22349999999999998,0.191,0.146,0.353,0.308,0.233
0.649,0.647,0.647,0.647,0.293,0.159,0.1265,0.1115,0.234,0.174,0.179
0.657,0.652,0.654,0.652,0.306,0.15949999999999998,0.125,0.12,0.239,0.196,0.211
0.672,0.663,0.671,0.663,0.334,0.1505,0.1115,0.11,0.244,0.183,0.181
0.675,0.666,0.674,0.667,0.34,0.1575,0.12,0.108,0.249,0.188,0.177
0.659,0.654,0.656,0.655,0.31,0.16349999999999998,0.129,0.11349999999999999,0.236,0.177,0.174
0.675,0.666,0.674,0.667,0.34,0.181,0.1505,0.10650000000000001,0.291,0.246,0.179
0.661,0.658,0.659,0.658,0.316,0.20700000000000002,0.172,0.16149999999999998,0.31,0.245,0.259
0.683,0.671,0.689,0.67,0.36,0.22599999999999998,0.199,0.13949999999999999,0.368,0.33,0.237
0.668,0.66,0.666,0.661,0.326,0.16649999999999998,0.137,0.104,0.279,0.237,0.176
0.683,0.672,0.687,0.672,0.359,0.222,0.197,0.127,0.343,0.309,0.198
0.669,0.662,0.668,0.662,0.329,0.14850000000000002,0.12,0.082,0.231,0.193,0.123
0.647,0.642,0.644,0.643,0.286,0.1955,0.161,0.15949999999999998,0.31,0.258,0.261
0.648,0.643,0.645,0.643,0.288,0.1775,0.14500000000000002,0.143,0.268,0.212,0.226
0.652,0.646,0.649,0.647,0.295,0.2145,0.186,0.15150000000000002,0.325,0.286,0.233
0.632,0.625,0.629,0.625,0.254,0.139,0.11100000000000002,0.1005,0.22,0.183,0.156
0.63,0.602,0.685,0.568,0.275,0.1205,0.10800000000000001,0.0495,0.179,0.149,0.092
0.682,0.675,0.681,0.676,0.356,0.1945,0.1525,0.14650000000000002,0.299,0.229,0.239
0.642,0.635,0.639,0.635,0.274,0.1225,0.088,0.09999999999999999,0.205,0.145,0.177
0.668,0.662,0.665,0.663,0.328,0.202,0.16949999999999998,0.14350000000000002,0.288,0.241,0.205
0.687,0.68,0.685,0.681,0.365,0.1795,0.138,0.1245,0.282,0.215,0.206
0.688,0.681,0.687,0.682,0.368,0.20700000000000002,0.1735,0.1305,0.33,0.286,0.206
0.666,0.66,0.663,0.661,0.323,0.191,0.1525,0.15,0.273,0.212,0.227
0.656,0.644,0.657,0.642,0.301,0.16349999999999998,0.137,0.107,0.242,0.198,0.163
0.666,0.654,0.667,0.653,0.321,0.14450000000000002,0.111,0.096,0.227,0.18,0.146
0.645,0.64,0.642,0.64,0.282,0.173,0.14250000000000002,0.13,0.243,0.2,0.203
0.648,0.644,0.645,0.644,0.289,0.20450000000000002,0.16999999999999998,0.17149999999999999,0.32,0.274,0.266
0.642,0.633,0.641,0.632,0.273,0.1215,0.085,0.1065,0.205,0.149,0.178
0.665,0.658,0.662,0.658,0.32,0.1965,0.16399999999999998,0.14300000000000002,0.294,0.245,0.215
0.68,0.669,0.684,0.668,0.352,0.20700000000000002,0.179,0.1225,0.334,0.293,0.208
0.651,0.63,0.676,0.617,0.302,0.132,0.112,0.063,0.191,0.151,0.103
0.65,0.642,0.648,0.642,0.29,0.1145,0.082,0.082,0.203,0.151,0.15
0.673,0.66,0.678,0.658,0.337,0.20650000000000002,0.183,0.12,0.337,0.303,0.207
0.678,0.669,0.678,0.67,0.347,0.1575,0.119,0.10850000000000001,0.247,0.186,0.173
0.672,0.667,0.669,0.667,0.336,0.2025,0.16599999999999998,0.14500000000000002,0.294,0.241,0.211
0.659,0.654,0.656,0.655,0.31,0.14700000000000002,0.113,0.1045,0.222,0.162,0.171
0.649,0.643,0.646,0.643,0.289,0.17049999999999998,0.13949999999999999,0.122,0.266,0.225,0.188
0.674,0.668,0.671,0.668,0.339,0.1945,0.1625,0.131,0.293,0.257,0.196
0.679,0.673,0.677,0.673,0.35,0.1965,0.159,0.1345,0.302,0.251,0.206
0.667,0.661,0.664,0.662,0.325,0.185,0.157,0.10650000000000001,0.266,0.227,0.174
0.647,0.642,0.644,0.642,0.286,0.16399999999999998,0.1295,0.1315,0.236,0.181,0.192
0.65,0.63,0.674,0.617,0.301,0.1065,0.0815,0.052000000000000005,0.149,0.127,0.092
0.681,0.673,0.681,0.674,0.354,0.183,0.1455,0.1275,0.294,0.232,0.217
0.647,0.644,0.644,0.644,0.288,0.16899999999999998,0.136,0.131,0.261,0.202,0.217
0.625,0.62,0.621,0.62,0.241,0.1385,0.11549999999999999,0.1045,0.214,0.175,0.165
0.652,0.636,0.662,0.63,0.296,0.11649999999999999,0.0925,0.05500000000000001,0.184,0.145,0.092
0.649,0.644,0.646,0.644,0.29,0.178,0.14150000000000001,0.14400000000000002,0.26,0.2,0.222
0.653,0.648,0.65,0.648,0.298,0.172,0.1395,0.127,0.28,0.23,0.215
0.653,0.648,0.65,0.649,0.299,0.16549999999999998,0.136,0.10600000000000001,0.222,0.198,0.183
0.62,0.595,0.647,0.569,0.236,0.11649999999999999,0.10600000000000001,0.05,0.187,0.162,0.101
